Family,Binomial,Title,Author,Volume,Year,Page,In key,Binomial only,Binomial with occurrence record(s)/specimens,In synonymy,Unstructured diagnosis (comparative),Structured description,Habitat description,Ocurrence,Range description,Image
Poaceae,Setaria pumila,"SIDA, contributions to botany. ","Mahler, William F. Shinners, Lloyd Herbert,",v.15 (1992),1992,Page 462,,title,,list of its synonym pg463,,,,,,
Poaceae,Setaria pumila,"SIDA, contributions to botany. ","Mahler, William F. Shinners, Lloyd Herbert,",v.15 (1992),1992,Page 486,,index,,,,,,,,
Poaceae,Setaria pumila,"SIDA, contributions to botany. ","Mahler, William F. Shinners, Lloyd Herbert,",v.18 (1998),1998,Page 877,,text,,,,,,,,
Poaceae,Setaria pumila,"SIDA, contributions to botany. ","Mahler, William F. Shinners, Lloyd Herbert,",v.18 (1998),1998,Page 883,,,yes,,,,,,,
Poaceae,Setaria pumila,"SIDA, contributions to botany. ","Mahler, William F. Shinners, Lloyd Herbert,",v.18 (1998),1998,Page 884,,,yes,,,,,,,
Poaceae,Setaria pumila,"SIDA, contributions to botany. ","Mahler, William F. Shinners, Lloyd Herbert,",v.19 (2000),2000,Page 381,,list,,,,,,,,
Poaceae,Setaria pumila,"SIDA, contributions to botany. ","Mahler, William F. Shinners, Lloyd Herbert,",v.21 (2004),2004,Page 1721,,text,,,,,,,,
Poaceae,Setaria pumila,Smithsonian contributions to botany. ,Smithsonian Institution.,no.98 (2012),2012,Page 746,,list,,,,,,,,
Poaceae,Setaria pumila,Smithsonian contributions to botany. ,Smithsonian Institution.,no.98 (2012),2012,Page 758,,list,,,,,,,yes,
Poaceae,Setaria pumila,Smithsonian contributions to botany. ,Smithsonian Institution.,no.98 (2012),2012,Page 1088,,list,,,,,,,,
Poaceae,Setaria pumila,Smithsonian contributions to botany. ,Smithsonian Institution.,no.98 (2012),2012,Page 1121,,list,,,,,,,,
Poaceae,Setaria pumila,Smithsonian contributions to botany. ,Smithsonian Institution.,no.98 (2012),2012,Page 1149,,list,,,,,,,,
Poaceae,Setaria pumila,Smithsonian contributions to botany. ,Smithsonian Institution.,no.98 (2012),2012,Page 1188,,list,,,,,,,,
Poaceae,Setaria pumila,Smithsonian contributions to botany. ,Smithsonian Institution.,no.99 (2014),2014,(go to page),,list,,,,,,,,
Poaceae,Setaria pumila,Smithsonian contributions to botany. ,Smithsonian Institution.,no.99 (2014),2014,Page 19,key,,,,,,,,,
Poaceae,Setaria pumila,Smithsonian contributions to botany. ,Smithsonian Institution.,no.99 (2014),2014,Page 105,,,,,,yes,,,,drawing
Poaceae,Setaria pumila,Smithsonian contributions to botany. ,Smithsonian Institution.,no.99 (2014),2014,Page 126,,index,,,,,,,,
Poaceae,Setaria pumila,Smithsonian contributions to botany. ,Smithsonian Institution.,no.103 (2016),2016,Page 9,,,,,,,,,,
Poaceae,Setaria pumila,Smithsonian contributions to botany. ,Smithsonian Institution.,no.103 (2016),2016,Page 26,,,,,,,,,,
Poaceae,Setaria pumila,Smithsonian contributions to botany. ,Smithsonian Institution.,no.103 (2016),2016,Page 145,,,,,,yes,yes,,yes,
Poaceae,Setaria pumila,Smithsonian contributions to botany. ,Smithsonian Institution.,no.103 (2016),2016,Page 192,,index,,,,,,,,
Poaceae,Setaria pumila,Smithsonian contributions to botany. ,Smithsonian Institution.,no.103 (2016),2016,Page 193,,index,,,,,,,,
Poaceae,Setaria pumila,Smithsonian contributions to botany. ,Smithsonian Institution.,no.103 (2016),2016,Page 197,,index,,,,,,,,
Poaceae,Setaria pumila,Die Sorten und die Anbau des Getreides. ,"Werner, Hugo,",Bd.2 (1885),1885,Page 894,,,,,,,,,,
Poaceae,Setaria pumila,Stuttgarter Beiträge zur Naturkunde. ,Staatliches Museum für Naturkunde in Stuttgart,"nr. 181-184, 186--200 1968-69",1968,Page 6,,,,,,,,,,
Poaceae,Setaria pumila,"Synopsis plantarum; seu, Enumeratio systematica plantarum plerumque adhuc cognitarum cum differentiis specificis et synonymis selectis ad modum Persoonii elaborata, ","Dietrich, David Nathanael Friedrich,",sect. 1,1839,Page 292,,,,,,,,,,
Poaceae,Setaria pumila,"Traité des graminées, céréales et fourragères avec des observations sur quelques variétés nouvelles. ","DeMoor, V.",(go to volume),1854,(go to page),,,,,,,,,,
Poaceae,Setaria pumila,Transactions of the Norfolk and Norwich Naturalists' Society. ,Norfolk and Norwich Naturalists' Society.,v.30(1994-1995),1994-1995,Page 352,,,,,,,,,,
Poaceae,Setaria pumila,Transactions of the Norfolk and Norwich Naturalists' Society. ,Norfolk and Norwich Naturalists' Society.,v.30(1994-1995),1994-1995,Page 366,,,,,,,,,,
Poaceae,Setaria pumila,Transactions of the Norfolk and Norwich Naturalists' Society. ,Norfolk and Norwich Naturalists' Society.,v.33:pt.1(2000),2000,Page 19,,,,,,,,,,
Poaceae,Setaria pumila,Transactions of the Norfolk and Norwich Naturalists' Society. ,Norfolk and Norwich Naturalists' Society.,v.42:pt.1(2009),2009,(go to page),,,,,,,,,,
Poaceae,Setaria pumila,The Victorian Naturalist ,"Field Naturalists' Club of Victoria.  Barnard, F. G. A. Lucas, A. H. S. (Arthur Henry Shakespeare)",v.115-116 (1998-1999),1998-1999,Page 97,,,,,,,,,,
Poaceae,Setaria pumila,Watsonia. ,Botanical Society of the British Isles.,v.14 (1982-1983),1982-1983,Page 200,,,,,,,,,,
Poaceae,Setaria pumila,Watsonia. ,Botanical Society of the British Isles.,v.21:pt.1 (1996:Feb.),1996,Page 55,,,,,,,,,,
Poaceae,Setaria pumila,Watsonia. ,Botanical Society of the British Isles.,v.24 (2002-2003),2002-2003,(go to page),,,,,,,,,,
Poaceae,Setaria pumila,Watsonia. ,Botanical Society of the British Isles.,v.24 (2002-2003),2002-2003,Page 576,,,,,,,,,,
Poaceae,Setaria pumila,Watsonia. ,Botanical Society of the British Isles.,Index v.25 (2004-2005),2004-2005,Page 462,,,,,,,,,,
Poaceae,Setaria pumila,Watsonia. ,Botanical Society of the British Isles.,v.26 (2006-2007),2006-2007,Page 406,,,,,,,,,,
Poaceae,Setaria pumila,Weeds of Bhutan / ,"Parker, Chris. Bhutan. Department of Agriculture. National Plant Protection Centre(Bhutan)",1992,1992,Page 145,,,,,,,,,,
Poaceae,Setaria pumila,Weeds of Bhutan / ,"Parker, Chris. Bhutan. Department of Agriculture. National Plant Protection Centre(Bhutan)",1992,1992,Page 223,,,,,,,,,,
Poaceae,Setaria pumila,Weeds of Bhutan / ,"Parker, Chris. Bhutan. Department of Agriculture. National Plant Protection Centre(Bhutan)",1992,1992,Page 235,,,,,,,,,,
Poaceae,Setaria pumila,Wildland weeds. ,Florida Exotic Pest Plant Council.Southeast Exotic Pest Plant Council. ,v.7:no.4 (2004),2004,Page 14,,,,,,,,,,
Poaceae,Setaria pumila,Wildland weeds. ,Florida Exotic Pest Plant Council.Southeast Exotic Pest Plant Council. ,v.9:no.4 (2006),2006,Page 17,,,,,,,,,,
Poaceae,Setaria pumila,yun nan zhi wu zhi ,"Wu, Zhengyi.",9,2003,Page 546,,,,,,,,,,
Poaceae,Setaria pumila,yun nan zhi wu zhi ,"Wu, Zhengyi.",9,2003,Page 794,,,,,,,,,,
Poaceae,Setaria pumila,n ecological characterization of Coastal Maine (north and east of Cape Elizabeth) / ,"Fefer, Stewart I.Schettig, Patricia A.",4,1980,(go to page),,,,,,,,,,
Poaceae,Setaria pumila,U.S. Fish and Wildlife Service.,,,,,,,,,,,,,,
Poaceae,Setaria pumila,"Gräserflora von Nord- und Mittel-Deutschland : eine genaue Beschreibung der Gattungen und Arten der im obgennanten Gebiete vorkommenden, Gramineen, Cyperaceen und Juncaceen, mit ganz besonerer Berücksichtigung der Synonymen und Bemerkungen über den Werth der einzelnen Arten für die Landwirthschaft, nebst einem Anhange / ","Hein, Heinrich.",(go to volume),1877,Page 31,,,,,,,,,,
Poaceae,Setaria pumila,"Nomenclator botanicus, seu, Synonymia plantarum universalis :enumerans ordine alphabetico nomina atque synonyma, tum generica tum specifica, et a Linnaeo et a recentioribus de re botanica scriptoribus plantis phanerogamis imposita / ","Steudel, Ernst Gottlieb, Cotta, J. G.",v.1-2,1841,Page 257,,,,,,,,,,
Poaceae,Setaria pumila,The naturalist. ,West-Riding Consolidated Naturalists' Society.  West-Riding Consolidated Naturalists' Society. Yorkshire Naturalists' Union Yorkshire Naturalists' Union.,v.123=no.1027 (1998),1998,Page 164,,,,,,,,,,
Poaceae,Setaria pumila,Contributions from the United States National Herbarium ,United States National Herbarium.,v.46(2003),2003,Page 584,,,,,,,,,,
Poaceae,Setaria pumila,Contributions from the United States National Herbarium ,United States National Herbarium.,v.46(2003),2003,Page 584,,,,,,,,,,
Poaceae,Setaria pumila,Contributions from the United States National Herbarium ,United States National Herbarium.,v.46(2003),2003,Page 584,,,,,,,,,,
Poaceae,Sporobolus robustus,Mémoires de l'Académie impériale des sciences de St.-Pétersbourg. 6e série. Seconde partie. Sciences naturelles. Seconde partie. Sciences naturelles.,Imperatorskaia akademīia nauk (Russia),t.6:pt.2 (1845) [Sci.nat. t.4],1845,Page 54,,,,,,,,,,
Poaceae,Sporobolus robustus,"Agrostidea, ","Trinius, Karl Bernhard,",1840-41.,1840,Page 54,,,,,,,,,,
Poaceae,Sporobolus robustus,Annali del Museo civico di storia naturale Giacomo Doria. ,"Museo civico di storia naturale Giacomo Doria (Genoa, Italy)",ser.3:v.8=v.48 (1918-1919),1918-1919,Page 20,,,,,,,,,,
Poaceae,Sporobolus robustus,Annali del Museo civico di storia naturale Giacomo Doria. ,"Museo civico di storia naturale Giacomo Doria (Genoa, Italy)",ser.3:v.8=v.48 (1918-1919),1918-1919,Page 56,,,,,,,,,,
Poaceae,Sporobolus robustus,Annals of the South African Museum. Annale van die Suid-Afrikaanse Museum. ,South African Museum.,v.16 (1917-1933),1917-1933,Page 409,,,,,,,,,,
Poaceae,Sporobolus robustus,Arquivo da Universidade de Lisboa. ,Universidade de Lisboa.Universidade de Lisboa. Jardim Botânico.,v.1(1914),1914,Page 273,,,,,,,,,,
Poaceae,Sporobolus robustus,Arquivo da Universidade de Lisboa. ,Universidade de Lisboa.Universidade de Lisboa. Jardim Botânico.,v.1(1914),1914,Page 329,,,,,,,,,,
Poaceae,Sporobolus robustus,Beiträge zur Flora der Cap Verdischen Inseln : mit Berücksichtigung aller bis jetzt daselbst bekannten wildwachsenden und kultivirten Pflanzen : nach eigenen Untersuchungen und mit Benutzung der gewonnenen Resultate anderer Reisenden / ,"Schmidt, Johann Anton,",(go to volume),1852,Page 88,,,,,,,,,,
Poaceae,Sporobolus robustus,Botanisches Zentralblatt; referierendes Organ für das Gesamtgebiet der Botanik. ,"Association internationale des botanistes. Botanischer Verein, Munich. Botaniska sällskapet, Stockholm. Deutsche Botanische Gesellschaft.","jahrg. 13, bd. 49 (1892)",1892,Page 328,,,,,,,,,,
Poaceae,Sporobolus robustus,Bulletin de la Société linnéenne de Bordeaux. ,Société Linnéenne de Bordeaux.,t.3-5 (1973-1975),1973,Page 53,,,,,,,,,,
Poaceae,Sporobolus robustus,Bulletin de la Société royale de botanique de Belgique. ,Société royale de botanique de Belgique.,v.51 (1912),1912,Page 39,,,,,,,,,,
Poaceae,Sporobolus robustus,Bulletin de l'Herbier Boissier. ,Herbier Boissier.,v.2 1894,1893-1908,Page 28,,,,,,,,,,
Poaceae,Sporobolus robustus,"Bulletin du Jardin botanique de l'état, Bruxelles. Bulletin van de Rijksplantentuin, Brussel. ",Jardin botanique de l'Etat (Belgium),v.2 (1910),1910,Page 641,,,,,,,,,,
Poaceae,Sporobolus robustus,"Bulletin du Muséum National d'Histoire Naturelle Section B, Botanique, biologie et écologie végétales, phytochimie ",Muséum national d'histoire naturelle (France),v.1 (1979),1979,Page 7,,,,,,,,,,
Poaceae,Sporobolus robustus,"Bulletin du Muséum National d'Histoire Naturelle Section B, Botanique, biologie et écologie végétales, phytochimie ",Muséum national d'histoire naturelle (France),v.1 (1979),1979,Page 41,,,,,,,,,,
Poaceae,Sporobolus robustus,"Bulletin du Muséum National d'Histoire Naturelle Sér. 3, Botanique ",Muséum national d'histoire naturelle (France),v.24-28 (1976),1976,Page 34,,,,,,,,,,
Poaceae,Sporobolus robustus,"Bulletin du Muséum National d'Histoire Naturelle Sér. 3, Botanique ",Muséum national d'histoire naturelle (France),v.29-35 (1977-1978),1977-1978,Page 81,,,,[French]yes,,,,,,
Poaceae,Sporobolus robustus,"Bulletin du Muséum National d'Histoire Naturelle Sér. 3, Botanique ",Muséum national d'histoire naturelle (France),v.29-35 (1977-1978),1977-1978,Page 90,,,,,[French] yes,,,,,
Poaceae,Sporobolus robustus,"Bulletin du Muséum National d'Histoire Naturelle Sér. 3, Botanique ",Muséum national d'histoire naturelle (France),v.29-35 (1977-1978),1977-1978,Page 120,,,,,,,,,,
Poaceae,Sporobolus robustus,Bulletin du Muséum national d'histoire naturelle. ,Muséum national d'histoire naturelle (France),t.18 (1912),1912,Page 49,,,,,,,,,,
Poaceae,Sporobolus robustus,Bulletin du Muséum national d'histoire naturelle. ,Muséum national d'histoire naturelle (France),t.18 (1912),1912,Page 49,,,,,,,,,,
Poaceae,Sporobolus robustus,Bulletin of miscellaneous information / ,"Royal Botanic Gardens, Kew.",1907,1907,Page 220,,,,,,,,,,
Poaceae,Sporobolus robustus,Bulletin of the British Museum (Natural History). Botany. Botany.,British Museum (Natural History),v.4 (1965-1973),1965,Page 403,,,,,,,,,,
Poaceae,Sporobolus robustus,"Conspectus floræ Africæ, ou Énumération des plantes d'Afrique, ","Durand, Th. (Théophile),Schinz, Hans,",v. 5,1895,Page 823,,,,,,,,,,
Poaceae,Sporobolus robustus,Denkschriften der Kaiserlichen Akademie der Wissenschaften / Mathematisch-Naturwissenschaftliche Classe. ,Akademie der Wissenschaften in Wien. Mathematisch-Naturwissenschaftliche Klasse.Kaiserl. Akademie der Wissenschaften in Wien. Mathematisch-Naturwissenschaftliche Klasse.,Bd.78 (1906),1906,Page 401,,,,,,,,,,
Poaceae,Sporobolus robustus,Distribution méthodique de la famille des Graminées / ,"Kunth, Karl Sigismund, Delile, Eulalia. Librarie Gide.",v.1 (1835),1835,Page XVII,,,,,,,,,,
Poaceae,Sporobolus robustus,Distribution méthodique de la famille des Graminées / ,"Kunth, Karl Sigismund, Delile, Eulalia. Librarie Gide.",v.2 (1835),1835,Page 426,,,,,,,,,,
Poaceae,Sporobolus robustus,Études de systématique et de géographie botaniques sur la flore du Bas- et du Moyen-Congo ,"Wildeman, E. de",t.2 (1907-1908),1907,Page 14,,,,,,,,,,
Poaceae,Sporobolus robustus,Experiment station record. ,United States. Dept. of Agriculture. States Relations Service.United States. Office of Experiment Stations.,"36, 1917",1917,Page 334,,,,,,,,,,
Poaceae,Sporobolus robustus,Experiment station record. ,United States. Dept. of Agriculture. States Relations Service.United States. Office of Experiment Stations.,"38, 1918",1918,Page 66,,,,,,,,,,
Poaceae,Sporobolus robustus,"Flora della colonia Eritrea. Parte 1, fascicolo 1-3. Parte 1, fascicolo 1-3. ","Pirotta, Romualdo,",(go to volume),1903-1908,Page 49,,,,,,,,,,
Poaceae,Sporobolus robustus,Grasses of Southern Africa ,"G. E. Gibbs Russel, L. Watson, M. Koekemoer, L. Smook, N. P. Barker, H. M. Anderson, M. J. Dallwitz",(go to volume),1990,Page 435,,,,,,,,,,
Poaceae,Sporobolus robustus,"Index Kewensis plantarum phanerogamarum : nomina et synonym omnium generum et specierum a linnaeo usque as annum MDCCLXXXV complectans nomine recepro auctore patria unicuique planta subjectis : sumptibus beati Caroli Roberti Darwin ductu et consilio Josephi D. Hooker. Tomus 1-2 = Index Kewensis : an enumeration of the genera and species of flowering plants from the time of Linnaeus to the year 1885 inclusive together with their authors names, the works in which they were first published, their native countries and thei Tomus 1-2 = Index Kewensis : an enumeration of the genera and species of flowering plants from the time of Linnaeus to the year 1885 inclusive together with their authors names, the works in which they were first published, their native countries and thei ","Darwin, Charles, Hooker, Joseph Dalton, Jackson, Benjamin Daydon Royal Botanic Gardens, Kew.",Vol. 2 pt. 2,1893,Page 1202,,,,,,,,,,
Poaceae,Sporobolus robustus,"Index Kewensis plantarum phanerogamarum : nomina et synonym omnium generum et specierum a linnaeo usque as annum MDCCLXXXV complectans nomine recepro auctore patria unicuique planta subjectis : sumptibus beati Caroli Roberti Darwin ductu et consilio Josephi D. Hooker. Tomus 1-2 = Index Kewensis : an enumeration of the genera and species of flowering plants from the time of Linnaeus to the year 1885 inclusive together with their authors names, the works in which they were first published, their native countries and thei Tomus 1-2 = Index Kewensis : an enumeration of the genera and species of flowering plants from the time of Linnaeus to the year 1885 inclusive together with their authors names, the works in which they were first published, their native countries and thei ","Darwin, Charles, Hooker, Joseph Dalton, Jackson, Benjamin Daydon Royal Botanic Gardens, Kew.",Vol. 2 pt. 2,1893,Page 1263,,,,,,,,,,
Poaceae,Sporobolus robustus,"Index to grass species, ","Chase, Agnes, Niles, Cornelia Dismukes, Smithsonian Institution.",v.3 =PAP-Z (1962),1962,Page 355,,,,,,,,,,
Poaceae,Sporobolus robustus,IUCN Directory of Afrotropical Protected Areas ,,1987,1987,Page 397,,text,,,,,,,,
Poaceae,Sporobolus robustus,IUCN Directory of Afrotropical Protected Areas ,,1987,1987,Page 1031,,list,,,,,,,,
Poaceae,Sporobolus robustus,Journal of the East Africa Natural History Society and National Museum. ,East Africa Natural History Society.National Museum (Kenya),no.182-202 (1985-1993),1992,Page 18,,,,,,,,,,
Poaceae,Sporobolus robustus,Just's botanischer jahresbericht. Systematisch geordnetes repertorium der botanischen literatur aller länder. ,,"Jahrg. 25, Abt. 2 (1897)",1897,Page 246,,,,,,,,,,
Poaceae,Sporobolus robustus,Just's botanischer jahresbericht. Systematisch geordnetes repertorium der botanischen literatur aller länder. ,,"Jahrg. 32, Abt. 2 (1904)",1904,Page 386,,,,,,,,,,
Poaceae,Sporobolus robustus,Just's botanischer jahresbericht. Systematisch geordnetes repertorium der botanischen literatur aller länder. ,,"Jahrg. 41, Abt. 2-3 (1913)",1913,Page 1165,,,,,,,,,,
Poaceae,Sporobolus robustus,"Niger flora; or, An enumeration of the plants of western tropical Africa, ","Hooker, William Jackson, Sir, Bentham, George, Hooker, Joseph Dalton, Vogel, Julius Rudolph Theodor, Webb, Philip Barker,",(go to volume),1849,Page 564,,,,,,,,,,
Poaceae,Sporobolus robustus,"Niger flora; or, An enumeration of the plants of western tropical Africa, ","Hooker, William Jackson, Sir, Bentham, George, Hooker, Joseph Dalton, Vogel, Julius Rudolph Theodor, Webb, Philip Barker,",(go to volume),1849,Page 564,,,,,,,,,,
