Family,Binomial,Title,Author,Volume,Year,Page,In key,Binomial only,Binomial with occurrence record(s)/specimens,In synonymy,Unstructured diagnosis (comparative),Structured description,Habitat description,Ocurrence,Range description,Image
Poaceae,Leptochloa mucronata,"Grasses and forage plants. A practical treatise, comprising their natural history; comparative nutritive value; methods of cultivating, cutting, and curing; and the management of grass lands in the United States and British provinces. ","Flint, Charles Louis,",Fourth Edition (1859),1859,Page 64,,,,,,,,,,
Poaceae,Leptochloa mucronata,"Grasses and forage plants. A practical treatise. Comprising their natural history comparative nutritive value; methods of cultivating, cutting, and curing; and the management of grass lands in the United States and British Provinces. ","Flint, Charles Louis,",(go to volume),1874,(go to page),,,,,,,,,,
Poaceae,Leptochloa mucronata,Grasses of Tennessee / ,"Lamson-Scribner, F.",(go to volume),1892,Page 47,,,,,,,,,,
Poaceae,Leptochloa mucronata,Hedwigia. ,,v.34 (1895),1895,Page 85,,,,,,,,,,
Poaceae,Leptochloa mucronata,Henderson's Handbook of plants and general horticulture. ,"Henderson, Peter,",(go to volume),1890,(go to page),,,,,,,,,,
Poaceae,Leptochloa mucronata,"Index to the names of North American grasses : a report presented to the Society for the Promotion of Agricultural Science, at the Indianapolis meeting, 1890 / ","Lamson-Scribner, F. Beal, W. J. (William James), Saunders, William, Society for the Promotion of Agricultural Science (U.S.)",(go to volume),1890,Page 7,,,,,,,,,,
Poaceae,Leptochloa mucronata,Just's botanischer jahresbericht. Systematisch geordnetes repertorium der botanischen literatur aller länder. ,,"Jahrg. 19, Abt. 2 (1891)",1891,Page 67,,,,,,,,,,
Poaceae,Leptochloa mucronata,"Plant life of Alabama. An account of the distribution, modes of association, and adaptations of the flora of Alabama, together with a systematic catalogue of the plants growing in the state. Prepared in cooperationwith the Geological Survey of Alabama. ","Mohr, Charles Theodore,",(go to volume),1901,(go to page),,,,,,,,,,
Poaceae,Leptochloa mucronata,"Plant life of Alabama. An account of the distribution, modes of association, and adaptations of the flora of Alabama, together with a systematic catalogue of the plants growing in the state. Prepared in cooperationwith the Geological Survey of Alabama. ","Mohr, Charles Theodore,",(go to volume),1901,(go to page),,,,,,,,,,
Poaceae,Leptochloa mucronata,"Plantae Lindheimerianae : an enumeration of F. Lindheimer's collection of Texan plants, with remarks and descriptions of new species, etc. / ","Engelmann, George, Blankinship, J. W. (Joseph William), Gray, Asa,",pt. 3,1907,Page 215,,,,,,,,,,
Poaceae,Leptochloa mucronata,Report of the Commissioner of Agriculture ... ,United States. Dept. of Agriculture.,1870,1863-1889,Page 218,,,,,,,,,,
Poaceae,Leptochloa mucronata,Manual of the grasses of the West Indies / ,"Hitchcock, A. S. (Albert Spear),",no.243,1936,Page 104,,,,,,,,,,
Poaceae,Leptochloa mucronata,Memoirs / ,Brooklyn Botanic Garden.,v.1 1917,1918-1936,Page 30,,,,,,,,,,
Poaceae,Leptochloa mucronata,Annals of the Missouri Botanical Garden ,Henry Shaw School of Botany. Graduate Laboratory.Missouri Botanical Garden.,v.30 (1943),1943,Page 148,,,,,,,,,,
Poaceae,Leptochloa mucronata,Botanisches Zentralblatt; referierendes Organ für das Gesamtgebiet der Botanik. ,"Association internationale des botanistes. Botanischer Verein, Munich. Botaniska sällskapet, Stockholm. Deutsche Botanische Gesellschaft.","jahrg. 4, bd. 13 (1883)",1883,Page 300,,,,,,,,,,
Poaceae,Leptochloa mucronata,Contributions from the United States National Herbarium ,United States National Herbarium.,v.16 (1912-1916),1912-1916,Page 7,,,,,,,,,,
Poaceae,Leptochloa mucronata,Journal of mycology. ,"Ellis, Job Bicknell, Everhart, B. M. (Benjamin Matlack), Kellerman, W. A. (William Ashbrook), United States. Division of Vegetable Pathology. United States. Section of Vegetable Pathology.",v.8 (1902),1902,Page 126,,,,,,,,,,
Poaceae,Leptochloa mucronata,Manual of the grasses of the United States / ,"Hitchcock, A. S. (Albert Spear),",no.200,1935,Page 878,,,,,,,,,,
Poaceae,Leptochloa mucronata,Manual of the grasses of the United States / ,"Hitchcock, A. S. (Albert Spear), Chase, Agnes,",no.200,1951,Page 891,,,,,,,,,,
Poaceae,Leptochloa mucronata,Manual of the grasses of the United States / ,"Hitchcock, A. S. (Albert Spear),",(go to volume),1935,Page 878,,,,,,,,,,
Poaceae,Leptochloa mucronata,Manual of the grasses of the United States... ,"Hitchcock, A. S. (Albert Spear),",(go to volume),1935,Page 878,,,,,,,,,,
Poaceae,Leptochloa mucronata,North American flora. ,New York Botanical Garden.,"v. 17, pt. 8 (1939)",1939,Page 611,,,,,,,,,,
Poaceae,Loudetiopsis capillipes,Tropicos: AFPD. 2008. African Flowering Plants Database - Base de Donnees des Plantes a Fleurs D'Afrique.,,,,,,,,,,,,,,
Poaceae,Loudetiopsis capillipes,"Tropicos: Clayton, W. D. 1971. Studies in the Gramineae: XXVI. Numerical taxonomy of the Arundinelleae. Kew Bull. 26(1): 111–123.",,,,,,,,,,,,,,
Poaceae,Loudetiopsis capillipes,"Tropicos: Conert, H. J. 1957. Beiträge zur Monographie der Arundinelleae. Bot. Jahrb. Syst. 77(2–3): 226–354, fig. 18.",,,,,,,,,,,,,,
Poaceae,Loudetiopsis capillipes,"Tropicos: Phipps, J. B. 1966. Studies in the Arundinelleae, III. Check-list and key to the genera. Kirkia 5: 235–258.",,,,,,,,,,,,,,
Poaceae,Oxyrhachis gracillima,Grasses of Southern Africa ,"G. E. Gibbs Russel, L. Watson, M. Koekemoer, L. Smook, N. P. Barker, H. M. Anderson, M. J. Dallwitz",(go to volume),1990,Page 231,,,,,,,,,,drawing
Poaceae,Oxyrhachis gracillima,Grasses of Southern Africa ,"G. E. Gibbs Russel, L. Watson, M. Koekemoer, L. Smook, N. P. Barker, H. M. Anderson, M. J. Dallwitz",(go to volume),1990,Page 232,,,,,yes,,,,yes,
Poaceae,Oxyrhachis gracillima,Grasses of Southern Africa ,"G. E. Gibbs Russel, L. Watson, M. Koekemoer, L. Smook, N. P. Barker, H. M. Anderson, M. J. Dallwitz",(go to volume),1990,Page 372,,,,,,,,,,photo
Poaceae,Oxyrhachis gracillima,Grasses of Southern Africa ,"G. E. Gibbs Russel, L. Watson, M. Koekemoer, L. Smook, N. P. Barker, H. M. Anderson, M. J. Dallwitz",(go to volume),1990,Page 430,,index,,,,,,,,
Poaceae,Oxyrhachis gracillima,"A scanning electron microscope survey of the epidermis of East African grasses. V ; and, West African supplement / V ; and, West African supplement / ","Palmer, Patricia G.Gerbeth-Jones, Susan.",no.67 (1988),1988,(go to page),,index,,,,,,,,
Poaceae,Oxyrhachis gracillima,"A scanning electron microscope survey of the epidermis of East African grasses. V ; and, West African supplement / V ; and, West African supplement / ","Palmer, Patricia G.Gerbeth-Jones, Susan.",no.67 (1988),1988,Page 15,,,,,,plant anatomy,,,,
Poaceae,Oxyrhachis gracillima,"A scanning electron microscope survey of the epidermis of East African grasses. V ; and, West African supplement / V ; and, West African supplement / ","Palmer, Patricia G.Gerbeth-Jones, Susan.",no.67 (1988),1988,Page 30,,table,,,,,,,,
Poaceae,Oxyrhachis gracillima,"A scanning electron microscope survey of the epidermis of East African grasses. V ; and, West African supplement / V ; and, West African supplement / ","Palmer, Patricia G.Gerbeth-Jones, Susan.",no.67 (1988),1988,Page 92,,,,,,,,,,photo
Poaceae,Oxyrhachis gracillima,"A scanning electron microscope survey of the epidermis of East African grasses. V ; and, West African supplement / V ; and, West African supplement / ","Palmer, Patricia G.Gerbeth-Jones, Susan.",no.67 (1988),1988,Page 93,,,,,,,,,,photo
Poaceae,Oxyrhachis gracillima,"A scanning electron microscope survey of the epidermis of East African grasses. V ; and, West African supplement / V ; and, West African supplement / ","Palmer, Patricia G.Gerbeth-Jones, Susan.",no.67 (1988),1988,Page 156,,index,,,,,,,,
Poaceae,Sacciolepis indica,"Allen, Charles M. SIDA, contributions to botany. Dallas :W. F. Mahler, etc.]1962-",,,1992,,,,YES,,,,,,yes,
Poaceae,Sacciolepis indica,"Bryson, Charles T ;Lockley, Timothy C. SIDA, contributions to botany. Dallas :W. F. Mahler, etc.]1962-",,,1993,,,,YES,,,,,yes,yes,
Poaceae,Schizachyrium pulchellum,Botanical abstracts. ,Board of Control of Botanical Abstracts.,"3-4, 1920",1920,Page 267,,text,,,,,,,,
Poaceae,Schizachyrium pulchellum,"Bulletin du Muséum National d'Histoire Naturelle Sér. 3, Botanique ",Muséum national d'histoire naturelle (France),v.24-28 (1976),1976,Page 41,,table,,,,,,,,
Poaceae,Schizachyrium pulchellum,"Bulletin du Muséum National d'Histoire Naturelle Sér. 3, Botanique ",Muséum national d'histoire naturelle (France),v.24-28 (1976),1976,Page 43,,[French] text,,,,,,,,
Poaceae,Schizachyrium pulchellum,"Bulletin du Muséum National d'Histoire Naturelle Sér. 3, Botanique ",Muséum national d'histoire naturelle (France),v.24-28 (1976),1976,Page 44,,[French] text,,,,,,,,
Poaceae,Schizachyrium pulchellum,"Bulletin du Muséum National d'Histoire Naturelle Sér. 3, Botanique ",Muséum national d'histoire naturelle (France),v.24-28 (1976),1976,Page 48,,[French] text,,,,,,,,
Poaceae,Schizachyrium pulchellum,"Bulletin du Muséum National d'Histoire Naturelle Sér. 3, Botanique ",Muséum national d'histoire naturelle (France),v.24-28 (1976),1976,Page 57,,[French] list,,,,,,,,
Poaceae,Schizachyrium pulchellum,Bulletin du Muséum national d'histoire naturelle. ,Muséum national d'histoire naturelle (France),ser.2:t.32 (1960),1960,p. 338,,text,,,,,,,,
Poaceae,Schizachyrium pulchellum,Mitteilungen der Botanischen Staatssammlung München. ,"Suessenguth, Karl, Botanische Staatssammlung München.",v.10 (1971),1971,Page 37,,list,,,,,,,,
Poaceae,Setaria pumila,Acta Botánica Mexicana ,"Instituto de Ecología, A C.",no.75 (2006),2006,Page 10,,list,,,,,,,,
Poaceae,Setaria pumila,Acta Botánica Mexicana ,"Instituto de Ecología, A C.",no.106 (2014),2014,Page 94,,list,,,,,,,,
Poaceae,Setaria pumila,Acta Botánica Mexicana ,"Instituto de Ecología, A C.",no.116 (2016),2016,Page 75,,text,,,,,,,,
Poaceae,Setaria pumila,Acta Botánica Mexicana ,"Instituto de Ecología, A C.",no.116 (2016),2016,Page 99,,,yes,,,,,,,
Poaceae,Setaria pumila,Annals of the Missouri Botanical Garden ,Henry Shaw School of Botany. Graduate Laboratory. Missouri Botanical Garden.,v.81 (1994),1994,Page 777,,table,,,,,,,,
Poaceae,Setaria pumila,Annals of the Missouri Botanical Garden ,Henry Shaw School of Botany. Graduate Laboratory. Missouri Botanical Garden.,v.81 (1994),1994,Page 778,,text,,,,,,,,
Poaceae,Setaria pumila,"Annotated list of the flora of the Beltsville Agricultural Research Center, Beltsville, Maryland / ","Terrell, Edward E.United States. Agricultural Research Service.",ARS-155,2000,Page 65,,,,,,,yes,,,
Poaceae,Setaria pumila,"Annotated list of the flora of the Beltsville Agricultural Research Center, Beltsville, Maryland / ","Terrell, Edward E.United States. Agricultural Research Service.",ARS-155,2000,Page 85,,index,,,,,,,,
Poaceae,Setaria pumila,"Binomial and trinomial index to The auk, 1884-1940, also including the Nuttall bulletin, 1876-1883, and the A.O.U. check-list of North American birds (all seven editions) / ","Pollock, Andrew W.",pt.3 (2015),2015,Page 1000,,list,,,,,,,,
Poaceae,Setaria pumila,"Binomial and trinomial index to The auk, 1884-1940, also including the Nuttall bulletin, 1876-1883, and the A.O.U. check-list of North American birds (all seven editions) / ","Pollock, Andrew W.",pt.20 (2015),2015,Page 6842,,,,,,,,,,
Poaceae,Setaria pumila,La biodiversidad en Chihuahua : estudio de estado ,"Barajas, Nélida, Cruz Angón, Andrea, Treviño Fernández, José Cándido, Valero Padilla, Jessica",(go to volume),2014,Page 59,,,,,,,,,,
Poaceae,Setaria pumila,Biodiversity journal. ,,v.6:no.4 (2015),2015,Page 785,,,,,,,,,,
Poaceae,Setaria pumila,British birds. ,,v.96:no.1-6 (2003),2003,Page 240,,,,,,,,,,
Poaceae,Setaria pumila,Bulletin de la Société botanique de France. ,Centre national de la recherche scientifique (France)Société botanique de France.,v.70 (1923),1923,Page 814,,,,,,,,,,
Poaceae,Setaria pumila,Bulletin de la Société linnéenne de Bordeaux. ,Société Linnéenne de Bordeaux.,t.19-20 (1991-1992),1991,Page 62,,,,,,,,,,
Poaceae,Setaria pumila,Bulletin de la Société linnéenne de Bordeaux. ,Société Linnéenne de Bordeaux.,v.29-30 (2001-2002),2001,Page 165,,,,,,,,,,
Poaceae,Setaria pumila,Bulletin de la Société linnéenne de Bordeaux. ,Société Linnéenne de Bordeaux.,t.31 (2003),2003,Page 226,,,,,,,,,,
Poaceae,Setaria pumila,The Canadian field-naturalist. ,Ottawa Field-Naturalists' Club.Ottawa Field-Naturalists' Club.,v.120-121 (2006-2007),2006-2007,Page 183,,,,,,,,,,
Poaceae,Setaria pumila,The Canadian field-naturalist. ,Ottawa Field-Naturalists' Club.Ottawa Field-Naturalists' Club.,v.120-121 (2006-2007),2006-2007,Page 184,,,,,,,,,,
Poaceae,Setaria pumila,The Canadian field-naturalist. ,Ottawa Field-Naturalists' Club.Ottawa Field-Naturalists' Club.,v.120-121 (2006-2007),2006-2007,Page 473,,,,,,,,,,
Poaceae,Setaria pumila,Checklist of vascular plants of the Southern Rocky Mountain Region ,"Snow, Neil",(go to volume),2009,Page 251,,,,,,,,,,
Poaceae,Setaria pumila,"Coefficient of conservatism rankings for the flora of Montana. report to the Montana Department of Environmental Quality, Helena, Montana / Part I : Part I : ","Pipp, Andrea, Montana Natural Heritage Program, Montana. Department of Environmental Quality,",(go to volume),2015,(go to page),,,,,,,,,,
Poaceae,Setaria pumila,Common and scientific names of weeds in Canada = Noms populaires et scientifiques des plantes nuisibles du Canada / ,"Darbyshire, S. J.",(go to volume),2000,Page 109,,,,,,,,,,
Poaceae,Setaria pumila,Common and scientific names of weeds in Canada = Noms populaires et scientifiques des plantes nuisibles du Canada / ,"Darbyshire, S. J.",(go to volume),2000,Page 129,,,,,,,,,,
Poaceae,Setaria pumila,"Conspectus floræ Africæ, ou Énumération des plantes d'Afrique, ","Durand, Th. (Théophile), Schinz, Hans,",v. 5,1895,Page 774,,,,,,,,,,
Poaceae,Setaria pumila,Contributions from the United States National Herbarium ,United States National Herbarium.,v.45(2003),2003,Page 112,,,yes,,,,,,,
Poaceae,Setaria pumila,Contributions from the United States National Herbarium ,United States National Herbarium.,v.45(2003),2003,Page 402,,,yes,,,,,,,
Poaceae,Setaria pumila,Contributions from the United States National Herbarium ,United States National Herbarium.,v.45(2003),2003,Page 420,,,yes,,,,,,,
Poaceae,Setaria pumila,Contributions from the United States National Herbarium ,United States National Herbarium.,v.46(2003),2003,Page 154,,list with synonym,,,,,,,,
Poaceae,Setaria pumila,Contributions from the United States National Herbarium ,United States National Herbarium.,v.46(2003),2003,Page 355,,,,,,,,,,
Poaceae,Setaria pumila,Contributions from the United States National Herbarium ,United States National Herbarium.,v.46(2003),2003,Page 363,,,,,,,,,,
Poaceae,Setaria pumila,Contributions from the United States National Herbarium ,United States National Herbarium.,v.46(2003),2003,Page 375,,,,,,,,,,
Poaceae,Setaria pumila,Contributions from the United States National Herbarium ,United States National Herbarium.,v.46(2003),2003,Page 403,,,,,,,,,,
Poaceae,Setaria pumila,Contributions from the United States National Herbarium ,United States National Herbarium.,v.46(2003),2003,Page 579,,,,,,,,,,
Poaceae,Setaria pumila,Contributions from the United States National Herbarium ,United States National Herbarium.,v.46(2003),2003,Page 584,,,,,,,,,,
Poaceae,Setaria pumila,Crossosoma. ,Southern California Botanists.,v.25:no.1-2 (1999),1999,Page 68,,,,,,,,,,
Poaceae,Setaria pumila,Distribution méthodique de la famille des Graminées / ,"Kunth, Karl Sigismund, Delile, Eulalia. Librarie Gide.",v.1 (1835),1835,Page 46,,,,,,,,,,
Poaceae,Setaria pumila,Distribution méthodique de la famille des Graminées / ,"Kunth, Karl Sigismund, Delile, Eulalia. Librarie Gide.",v.2 (1835),1835,Page 409,,,,,,,,,,
Poaceae,Setaria pumila,"Enumeratio plantarum omnium hucusque cognitarum : secundum familias naturales disposita, adjectis characteribus, differentiis et synonymis ","Kunth, Karl Sigismund,",v.1 (1833),1833,Page 149,,,,,,,,,,
Poaceae,Setaria pumila,"Flora capensis :being a systematic description of the plants of the Cape colony, Caffraria, & Port Natal (and neighbouring territories) ","Harvey, William H. (William Henry),  Sonder, Otto Wilhelm, Thiselton-Dyer, William T. (William Turner),",v. 7,1899,Page 430,,,,,,,,,,
Poaceae,Setaria pumila,The flora of British India / ,"Hooker, Joseph Dalton,",v.7 (1897),1897,Page 79,,,,,,,,,,
Poaceae,Setaria pumila,The flora of British India / ,"Hooker, Joseph Dalton,",v.7 (1897),1897,(go to page),,,,,,,,,,
Poaceae,Setaria pumila,Flora of south-eastern Queensland / ,"Stanley, T. D. (Trevor D.) Ross, E. M. (Estelle M.)",v.3 (1989),1989,Page 200,key,,,,,,,,,
Poaceae,Setaria pumila,Flora Pedemontana : sive Species plantarum Phanerogamarum in Pedemonte et Liguria sponte nascentium ... / ,"Zumaglini, Antonio Mauritio,",t.1-2,1849-1864,(go to page),,,,,,,,,,
Poaceae,Setaria pumila,Florae Africae Australioris illustrationes monographicae. ,"Nees von Esenbeck, Christian Gottfried Daniel,",1841,1841,Page 52,,,,,,,,,,
Poaceae,Setaria pumila,Florae Africae Australioris illustrationes monographicae. ,"Nees von Esenbeck, Christian Gottfried Daniel,",1841,1841,Page 52,,,,,,,,,,
Poaceae,Setaria pumila,"The Gardens' bulletin, Singapore. ",,[ser.4]:v.45,1993,Page 102,,,,,,,,,,
Poaceae,Setaria pumila,"The Gardens' bulletin, Singapore. ",,[ser.4]:v.47:pt.2,1995,Page 552,,,,,,,,,,
Poaceae,Setaria pumila,"The Gardens' bulletin, Singapore. ",,[ser.4]:v.57 + Field Guide,2005,Page 126,,,,,,,,,,
Poaceae,Setaria pumila,"The Gardens' bulletin, Singapore. ",,[ser.4]:v.57 + Field Guide,2005,Page 163,,,,,,,,,,
Poaceae,Setaria pumila,The general status of Alberta wild species 2005. ,Alberta. Alberta Sustainable Resource Development.,(go to volume),2005,(go to page),,,,,,,,,,
Poaceae,Setaria pumila,Journal of the Arnold Arboretum. Supplementary series / Supplementary series /,Arnold Arboretum.Harvard University.,v.1,1991,Page 303,,,,,,,,,,
Poaceae,Setaria pumila,The Journal of the Bombay Natural History Society. ,Bombay Natural History Society.,v.96 (1999),1999,Page 182,,,,,,,,,,
Poaceae,Setaria pumila,Journal of the Botanical Research Institute of Texas. ,Botanical Research Institute of Texas.,v.1:no.1(2007),2007,Page 628,,list,,,,,,,,
Poaceae,Setaria pumila,Journal of the Botanical Research Institute of Texas. ,Botanical Research Institute of Texas.,v.1:no.1(2007),2007,Page 748,,,yes,,,,,,,
Poaceae,Setaria pumila,Journal of the Botanical Research Institute of Texas. ,Botanical Research Institute of Texas.,v.1:no.2(2007),2007,Page 1144,,list,,,,,,,,
Poaceae,Setaria pumila,Journal of the Botanical Research Institute of Texas. ,Botanical Research Institute of Texas.,v.2:no.2(2008),2008,Page 1468,,,yes,,,,,,,
Poaceae,Setaria pumila,Journal of the Botanical Research Institute of Texas. ,Botanical Research Institute of Texas.,v.3:no.2(2009),2009,Page 954,,list,,,,,,,,
Poaceae,Setaria pumila,Journal of the Botanical Research Institute of Texas. ,Botanical Research Institute of Texas.,v.3:no.2(2009),2009,Page 984,,list,,,,,,,,
Poaceae,Setaria pumila,Journal of the Botanical Research Institute of Texas. ,Botanical Research Institute of Texas.,v.3:no.2(2009),2009,Page 989,,list,,,,,,,,
Poaceae,Setaria pumila,Journal of the Botanical Research Institute of Texas. ,Botanical Research Institute of Texas.,v.4:no.1(2010),2010,Page 376,,,,,,,,,,
Poaceae,Setaria pumila,Journal of the Botanical Research Institute of Texas. ,Botanical Research Institute of Texas.,v.4:no.1(2010),2010,Page 400,,,,,,,,,,
Poaceae,Setaria pumila,Journal of the Botanical Research Institute of Texas. ,Botanical Research Institute of Texas.,v.4:no.1(2010),2010,Page 458,,,,,,,,,,
Poaceae,Setaria pumila,Journal of the Botanical Research Institute of Texas. ,Botanical Research Institute of Texas.,v.7:no.1(2013),2013,Page 500,,,,,,,,,,
Poaceae,Setaria pumila,Just's botanischer jahresbericht. Systematisch geordnetes repertorium der botanischen literatur aller länder. ,,"Jahrg. 41, Abt. 2-3 (1913)",1913,Page 39,,,,,,,,,,
Poaceae,Setaria pumila,Linnaea : Ein Journal für die Botanik in ihrem ganzen Umfange. ,"Garcke, Aug. (August),Schlechtendal, D. F. L. von (Diedrich Franz Leonhard von),",v.26 (1853),1853,Page 587,,,,,,,,,,
Poaceae,Setaria pumila,Madroño; a West American journal of botany. ,California Botanical Society.,v.49:no.1-4 (2002:Jan.-Oct.),2002,Page 97,,,,,,,,,,
Poaceae,Setaria pumila,Madroño; a West American journal of botany. ,California Botanical Society.,v.50:no.1-4 (2003:Jan.-Oct.),2003,Page 189,,,,,,,,,,
Poaceae,Setaria pumila,Madroño; a West American journal of botany. ,California Botanical Society.,v.50:no.1-4 (2003:Jan.-Oct.),2003,Page 195,,,,,,,,,,
Poaceae,Setaria pumila,Mémoires de l'Académie impériale des sciences de St.-Pétersbourg. 6e série. Seconde partie. Sciences naturelles. Seconde partie. Sciences naturelles.,Imperatorskaia akademīia nauk (Russia),t.3:pt.2 (1835) [Sci.nat. t.1],1835,Page 223,,,,,,,,,,
Poaceae,Setaria pumila,Mitteilungen der Botanischen Staatssammlung München. ,"Suessenguth, Karl, Botanische Staatssammlung München.",v. 18 1982,1982,Page 133,,,,,,,,,,
Poaceae,Setaria pumila,Mitteilungen der Botanischen Staatssammlung München. ,"Suessenguth, Karl, Botanische Staatssammlung München.",v. 18 1982,1982,Page 134,,,,,,,,,,
Poaceae,Setaria pumila,"Natural history of the Albany Pine Bush : Albany and Schenectady counties, New York, including a field guide and trail map / ","Barnes, Jeffrey K. New York State Biodiversity Research Institute. New York State Museum.",no.502 (2003),2003,(go to page),,,,,,,,,,
Poaceae,Setaria pumila,The naturalist. ,West-Riding Consolidated Naturalists' Society  West-Riding Consolidated Naturalists' Society. Yorkshire Naturalists' Union Yorkshire Naturalists' Union.,v.120-121=no.1013-1019 (1995-1996),1995-1996,Page 120,,,,,,,,,,
Poaceae,Setaria pumila,The naturalist. ,West-Riding Consolidated Naturalists' Society  West-Riding Consolidated Naturalists' Society. Yorkshire Naturalists' Union Yorkshire Naturalists' Union.,v.122=no.1020-1021 (1997),1997,Page 66,,,,,,,,,,
Poaceae,Setaria pumila,Nature in Avon. ,"Bristol Naturalists' Society (Bristol, England)",v.54 (1994),1994,Page 46,,,,,,,,,,
Poaceae,Setaria pumila,Nature in Avon. ,"Bristol Naturalists' Society (Bristol, England)",v.58 (1998),1998,Page 56,,,,,,,,,,
Poaceae,Setaria pumila,Nature in Avon. ,"Bristol Naturalists' Society (Bristol, England)",v. 67 (2007),2007,Page 53,,,,,,,,,,
Poaceae,Setaria pumila,Nature in Avon. ,"Bristol Naturalists' Society (Bristol, England)",v. 68 (2008),2008,Page 63,,,,,,,,,,
Poaceae,Setaria pumila,Nature in Avon. ,"Bristol Naturalists' Society (Bristol, England)",v.70 (2010),2010,Page 34,,,,,,,,,,
Poaceae,Setaria pumila,"Nomenclator botanicus :enumerans ordine alphabetico nomina atque synonyma, tum generica tum specifica, et a Linnaeo et recentioribus de re botanica scriptoribus plantis phanerogamis imposita / ","Steudel, Ernst Gottlieb,Cotta, J. G.",v.1,1821,Page 589,,,,,,,,,,
Poaceae,Setaria pumila,"Nomenclator botanicus, seu, Synonymia plantarum universalis :enumerans ordine alphabetico nomina atque synonyma, tum generica tum specifica, et a Linnaeo et a recentioribus de re botanica scriptoribus plantis phanerogamis imposita / ","Steudel, Ernst Gottlieb,Cotta, J. G.",v.1-2,1841,Page 258,,,,,,,,,,
Poaceae,Setaria pumila,Nomenclator botanicus; enumerans ordine alphabetico nomina atque synonyma tum generica tum specifica et a Linnaeo et recentrioribus de re botanica scriptoribus plantis phanerogamis imposita. ,"Steudel, Ernst Gottlieb,",1,1821,Page 589,,,,,,,,,,
Poaceae,Setaria pumila,Norfolk natterjack ,Norfolk and Norwich Naturalists' Society.,no.1-15(1983-1986),1983-1986,Page 6,,,,,,,,,,
Poaceae,Setaria pumila,Panicearum genera / ,"Trinius, Karl Bernhard,",(go to volume),1834,Page 223,,,,,,,,,,
Poaceae,Setaria pumila,Phytologia. ,"Gleason, Henry A.  Gleason, Henry A. (Henry Allan), Moldenke, Alma L. (Alma Lance), Moldenke, Alma Lance. Moldenke, Harold N. (Harold Norman),",v.59 (1985-1986),1986,Page 307,,,,,yes,,,,,
Poaceae,Setaria pumila,Phytologia. ,"Gleason, Henry A.  Gleason, Henry A. (Henry Allan), Moldenke, Alma L. (Alma Lance), Moldenke, Alma Lance. Moldenke, Harold N. (Harold Norman),",v.77 no.2 (1994),1994,Page 136,,,yes,,,,,,,
Poaceae,Setaria pumila,Phytoneuron ,,2010-3,2010,Page 6,,,,,,,,,,
Poaceae,Setaria pumila,Phytoneuron ,,2015-4,2015,Page 26,key,,,,,,,,,
Poaceae,Setaria pumila,Phytoneuron ,,2015-4,2015,Page 61,,,,,,short,yes,,,
Poaceae,Setaria pumila,Phytoneuron ,,2015-4,2015,Page 72,,list,,,,,,,,
Poaceae,Setaria pumila,Phytoneuron ,,2011-50,2011,Page 8,,text,,,,,,,,
Poaceae,Setaria pumila,Phytoneuron ,,2011-50,2011,Page 11,,text,,,,,,,,
Poaceae,Setaria pumila,Phytoneuron ,,2011-50,2011,Page 15,,table,,,,,,,,
Poaceae,Setaria pumila,Phytoneuron ,,2013-29,2013,Page 35,,,,,,,,,,
Poaceae,Setaria pumila,Phytoneuron ,,2013-73,2013,Page 7,,,,,,,,,,
Poaceae,Setaria pumila,Phytoneuron ,,2014-19,2014,Page 12,,,,,,,,,,
Poaceae,Setaria pumila,Plantae Europeae.Enumeratio systematica et synonymica plantarum phaenerogamicarum in Europa sponte crescentium vel mere inquilinarum / ,"Richter, Karl,Gürke, Max,",(go to volume),1890-1903,Page 27,,,,,,,,,,
Poaceae,Setaria pumila,A preliminary catalogue of the flora of New Jersey. ,"Britton, Nathaniel Lord,",(go to volume),1881,(go to page),,,,,,,,,,
Poaceae,Setaria pumila,Preliminary inventory of Canadian weeds / ,"Crompton, Clifford W.Canada. Agriculture Canada. Research Branch.",1988-9,1988,Page 27,,,,,,,,,,
Poaceae,Setaria pumila,Proceedings of the Bristol Naturalists' Society. ,"Bristol Naturalists' Society (Bristol, England)Phillips, F. C. (Frank Coles),",v.40-45 (1981-1987),1981-1987,Page 69,,,,,,,,,,
Poaceae,Setaria pumila,"Publication / the Herbarium, Department of Biological Sciences, University of California, Santa Barbara ","University of California, Santa Barbara.",no. 4,1981,Page 287,,,,,,,,,,
Poaceae,Setaria pumila,Reading Naturalist. Reading. ,Reading Natural History Society.,No.61,,Page 42,,,,,,,,,,
Poaceae,Setaria pumila,Western Australian Herbarium Research Notes ,"Western Australian Herbarium Western Australia. Department of Biodiversity, Conservation and Attractions",no.5 (1981:Jul.),1981,Page 116,,,,,,,,,,
Poaceae,Setaria pumila,Revised checklist of New York State plants / ,"Mitchell, Richard Sheppard,Tucker, Gordon C. (Gordon Charles),",no.490 (1996-1998),1996,Page 330,,,,,,,,,,
Poaceae,Setaria pumila,Rhodora ,"Fernald, Merritt Lyndon, Robinson, Benjamin Lincoln, New England Botanical Club.",v.100 (1998),1998,Page 136,,,,,,,,,,
Poaceae,Setaria pumila,Rhodora ,"Fernald, Merritt Lyndon, Robinson, Benjamin Lincoln, New England Botanical Club.",v.100 (1998),1998,Page 214,,,,,,,,,,
Poaceae,Setaria pumila,A short flora of Berwickshire ,"Braithwaite, Michael E.",(go to volume),2014,Page 425,,,,,,,,,,
